id_encuesta;dni;fecha_llamada;hora_llamada;comunidad;edad;sexo;producto_contratado;importe_ultima_factura;satisfaccion_1_10;recomendaria;num_incidencias_previas;tipo_primera_incidencia;duracion_llamada_seg;operador
10863;54089168K;05/06/2025;09:28;VALENCIA;32;Mujer;Fibra+Móvil;38.09;9;n;1;facturacion;628;Luciano Gómez
10912;23325099G;01/11/2026;08:24;C. Valenciana;-3;1;Móvil 50GB;87,55;8;Sí;0;;520;Menchu Rodríguez
10144;52541548W;09/03/2025;08:56;Andalucía;20;H;Fibra+Móvil;126,02;9;Sí;4;Facturación;892;Luciano Gómez
10939;28947990Y;28/12/2025;15:51;ANDALUCIA;37;M;Móvil 20GB;47,21 €;9;s;0;;837;Luciano Gómez
10608;40221362J;21/05/2025;13:48;CATALUÑA;;Hombre;Fibra 600Mb;;8;No;1;Facturación;873;Menchu Rodríguez
10776;14539446A;04/11/2026;18:44;C. La Mancha;69;Hombre;TV Premium;32,10;;NO;3;Avería técnica;369;Luciano Gómez
10496;55145301V;25/03/2026;19:43;CLM;;m;Móvil 20GB;35,19 €;10;s;3;Atención al cliente;754;Federico Álvarez
11173;40586515T;21/01/2025;09:13;C. Madrid;57;h;Fibra 600Mb;60,12 €;7;SI;;;631;Luciano Gómez
10213;91085400A;05-05-26;20:39;Catalunya;0;1;TV Premium;35,13;3;NO;1;Facturación;363;Menchu Rodriguez
10121;88468317S;2025-01-05;15:14;ANDALUCIA;85;2;FIBRA 600;44,75 €;;Sí;0;;659;Menchu Rodríguez
10440;17037901T;2026-12-06;09:57;Castilla la Mancha;24;h;MOVIL 20GB;152,56;4;s;;;374;Luciano Gómez
10247;79107455V;25-04-25;10:42;VALENCIA;62;m;Fibra 600Mb;163,42;2;S;0;;563;Gertrudis Pérez
10801;15852150E;11/09/2026;20:07;Madrid;46;Hombre;Fibra600;29,44 €;9;S;0;;113;Luciano Gómez
10946;68177086P;01-04-25;14:22;CLM;76;h;tv premium;153.32;6;No;1;Instalación;642;Gertrudis Pérez
10340;61768073J;26/02/2025;08:51;ANDALUCIA;73;2;Móvil 20GB;83,52;;;2;facturacion;69;Ana Ruiz
10253;43477630X;2025-09-12;09:33;C. La Mancha;83;M;Móvil 50GB;110,55 €;4;S;0;;728;Federico Álvarez
11041;37459249W;23/08/2025;12:02;ANDALUCIA;29;m;Móvil 50GB;77,38;6;Sí;1;Portabilidad;511;Menchu Rodriguez
10670;17479684R;23/12/2025;15:51;C. Madrid;-3;m;tv premium;58,07;4;SI;2;Avería técnica;517;Menchu Rodríguez
10497;38718444K;03/06/2026;17:41;C. Valenciana;40;2;FIBRA 600;133.89;1;SI;4;;447;Manuel Sánchez
10800;77131927Y;26-03-26;17:47;Castilla-La Mancha;53;1;MOVIL 20GB;76,11;2;No;2;facturacion;81;Manuel Sánchez
10762;73273045Q;05/04/2025;20:11;madrid;38;2;FIBRA + MOVIL;134,23;5;S;1;AVERIA TECNICA;274;Gertrudis Pérez
10906;14510072E;02/08/2026;15:10;Comunidad Valenciana;-3;Hombre;MOVIL 20GB;121,26 €;2;n;2;AVERIA TECNICA;526;Luciano Gómez
10183;19268401J;16/11/2026;08:35;madrid;64;Mujer;Fibra+Móvil;69,77;4;n;2;;715;Menchu Rodríguez
10854;51109986F;08/03/2025;13:02;Castilla La Mancha ;199;Hombre;FIBRA 600;144,95;;S;3;Atención al cliente;162;Menchu Rodríguez
10089;48215042F;04/12/2025;20:17;Comunidad de Madrid;50;m;FIBRA + MOVIL;108,10;9;SI;1;AVERIA TECNICA;694;Manuel Sánchez
11074;22627106B;24/02/2025;11:02;VALENCIA;36;H;Fibra600;6464;5;No;2;;141;Ana Ruiz
10814;88986549X;17/01/2025;19:52;CLM;55;Mujer;Móvil 20GB;102,23;5;Sí;0;;801;Manuel Sánchez
10196;44657715L;2025-11-15;21:20;MADRID;67;H;Fibra+Móvil;136,52 €;;s;1;AVERIA TECNICA;223;Ana Ruiz
11117;94915155Z;03/28/2025;10:51;MADRID;57;h;FIBRA + MOVIL;55,97;10;N;0;;327;Ana Ruiz
10545;86285523Y;2025-11-10;17:30;castilla la mancha;-3;Mujer;tv premium;32,94;6;NO;3;facturacion;818;Menchu Rodríguez
11121;56808781X;12/07/2026;10:35;CLM;51;M;FIBRA + MOVIL;95.21;3;SI;0;;576;Federico Álvarez
10418;89973807W;17/01/2025;19:05;Castilla la Mancha;73;Hombre;FIBRA + MOVIL;104,22;9;;0;;380;Menchu Rodriguez
10005;29936407Z;22/12/2026;18:04;CASTILLA LA MANCHA;199;H;tv premium;35,40;5;;3;Facturación;147;Menchu Rodriguez
10410;86263236E;01/09/2025;08:12;CASTILLA LA MANCHA;42;Hombre;FIBRA + MOVIL;161,68;3;SI;0;;364;Gertrudis Pérez
10023;59282637L;12/03/2025;21:13;C. Valenciana;33;H;Fibra 600Mb;132,00;3;NO;1;AVERIA TECNICA;852;Menchu Rodriguez
11110;95788809V;23/07/2026;21:42;Andalucia;-3;h;FIBRA + MOVIL;80.19;;;0;;614;Ana Ruiz
11195;20609307B;22-06-26;15:14;andalucía;63;m;Fibra 600Mb;89,72;;NO;2;;116;Menchu Rodríguez
10952;48969808H;04/11/2025;20:39;Comunidad Valenciana;55;m;FIBRA 600;62,52 €;10;n;2;;717;Ana Ruiz
10851;61338343R;09/06/2026;19:59;Madrid;-3;H;tv premium;153,39;;;0;;483;Federico Álvarez
10116;59396812T;20/12/2026;20:52;andalucía;79;M;TV Premium;90,45;1;NO;2;;499;Federico Álvarez
10853;74556502T;2025-05-13;20:05;Comunidad de Madrid;;Hombre;tv premium;178,22;10;S;3;Atención al cliente;7;Manuel Sánchez
10358;56015462G;06/25/2026;16:45;Andalucía;49;1;Fibra+Móvil;106,26;3;NO;0;;443;Luciano Gómez
11112;36011625Y;2025-04-01;17:13;CLM;46;H;TV Premium;78,84;1;No;1;Avería técnica;439;Federico Álvarez
11010;37453814N;14/10/2026;08:29;Andalucía;32;Hombre;FIBRA + MOVIL;155.33;1;S;2;Facturación;480;Ana Ruiz
10188;67497225J;2025-03-15;14:22;C. Madrid;199;h;FIBRA + MOVIL;27,57 €;;s;0;;171;Federico Álvarez
11058;14149294B;24-06-26;12:56;Castilla la Mancha;74;Hombre;Fibra+Móvil;109.99;7;Sí;2;Facturación;622;Federico Álvarez
10601;13298147Y;22-09-25;11:08;CATALUÑA;79;2;Móvil 20GB;182.25;9;S;4;facturacion;179;Menchu Rodriguez
10103;75879320N;05/02/2025;17:57;Comunidad Valenciana;23;2;Fibra 600Mb;76,37;;No;;;466;Gertrudis Pérez
10193;68843175N;15/09/2025;18:27;Comunidad de Madrid;69;2;TV Premium;20,69;1;s;4;Avería técnica;524;Ana Ruiz
10651;28422275W;2025-02-07;17:26;C. Madrid;0;2;Fibra 600Mb;32,88;6;SI;3;facturacion;414;Manuel Sánchez
10271;64648818Z;07/05/2025;16:01;MADRID;999;m;FIBRA + MOVIL;143,22;;No;4;;139;Gertrudis Pérez
10376;87355728F;27/01/2025;08:55;cataluña;25;1;Fibra600;69,44;3;s;1;Portabilidad;370;Menchu Rodríguez
10491;93125775M;2025-02-16;14:33;castilla la mancha;-3;h;FIBRA + MOVIL;98,73;;SI;1;AVERIA TECNICA;517;Federico Álvarez
10152;72022352Z;2025-02-23;09:45;Castilla la Mancha;58;H;Fibra+Móvil;149.56;7;No;0;;189;Luciano Gómez
11106;25748587R;2025-12-26;12:56;VALENCIA;75;Mujer;MOVIL 20GB;;9;SI;0;;729;Manuel Sánchez
10031;24772153L;08/04/2026;17:00;C. La Mancha;33;1;TV Premium;42,32;5;NO;1;Instalación;764;Gertrudis Pérez
90468;28901347P;2025-11-25;10:54;madrid;18;m;Fibra+Móvil;;;Sí;;;268;Gertrudis Pérez
10947;97593779B;12/07/2026;15:28;valencia;57;Mujer;Móvil 50GB;76,77;5;No;4;AVERIA TECNICA;143;Ana Ruiz
10673;28148446C;2026-04-02;16:14;Cataluña;38;M;Fibra 600Mb;50,39;8;Sí;;;113;Federico Álvarez
10592;92727752D;2026-10-19;17:11;Andalucía;81;h;FIBRA + MOVIL;28,53;;Sí;2;Portabilidad;332;Manuel Sánchez
11089;96536622K;07/09/2025;18:34;CATALUÑA;22;m;Móvil 20GB;;7;NO;2;Portabilidad;262;Luciano Gómez
10332;47425785S;07/28/2026;15:30;C. La Mancha;26;1;FIBRA 600;70,77;7;N;0;;637;Ana Ruiz
10642;16585384Y;2026-02-26;10:33;Castilla la Mancha;79;H;Fibra600;46,15;1;Sí;1;Atención al cliente;887;Manuel Sánchez
10887;76556838G;2026-02-25;17:51;C. Valenciana;41;H;MOVIL 20GB;102.52;9;;2;AVERIA TECNICA;162;Luciano Gómez
10426;68033089Z;2026-02-11;19:35;Comunidad de Madrid;;H;FIBRA + MOVIL;97,38 €;1;n;0;;549;Menchu Rodríguez
11015;60998261A;2025-08-27;20:24;valencia;999;Hombre;TV Premium;151,46;;SI;1;facturacion;191;Menchu Rodriguez
10850;97547053X;05/03/2026;17:35;MADRID;25;Mujer;Fibra600;106.83;5;SI;4;Avería técnica;193;Menchu Rodriguez
10409;64565883R;2025-02-12;19:50;C. Madrid;53;1;Móvil 20GB;23.78;1;NO;1;AVERIA TECNICA;701;Menchu Rodríguez
10984;58222538X;12/23/2026;12:24;Castilla-La Mancha;29;Mujer;FIBRA 600;120,79;;NO;1;Facturación;673;Federico Álvarez
10849;42348100C;2025-02-03;17:18;MADRID;74;Hombre;Fibra+Móvil;133.85;8;N;0;;829;Menchu Rodriguez
11179;95658272C;2025-07-10;20:20;C. Madrid;62;2;Móvil 50GB;107,68;;Sí;1;Atención al cliente;501;Federico Álvarez
10461;31036209M;15/09/2025;11:33;cataluña;42;2;FIBRA + MOVIL;140,55;7;s;2;facturacion;4;Ana Ruiz
11113;87316587W;17/02/2025;11:54;Andalucia;27;M;Fibra600;183,19;4;SI;0;;883;Menchu Rodriguez
10173;83957649W;05/07/2026;08:12;Cataluña;44;Hombre;Fibra 600Mb;;8;NO;0;;744;Gertrudis Pérez
11186;84395145F;19/12/2026;16:28;Castilla la Mancha;25;Mujer;MOVIL 20GB;42.22;6;SI;0;;380;Menchu Rodriguez
10760;62608502W;09/02/2025;18:02;andalucía;62;Hombre;Móvil 20GB;132,56;3;s;0;;880;Federico Álvarez
10543;20269179M;2026-09-02;18:18;C. Valenciana;31;1;tv premium;84,31;10;;3;Avería técnica;605;Manuel Sánchez
10354;54785119H;07/11/2025;10:26;VALENCIA;67;2;FIBRA + MOVIL;153,29;7;SI;0;;209;Menchu Rodriguez
10664;76488011G;09/08/2025;09:50;Comunidad de Madrid;26;M;Fibra 600Mb;;7;No;;;783;Ana Ruiz
10134;89954590T;02-09-26;15:19;Madrid;26;Hombre;Móvil 20GB;24,05;7;NO;0;;336;Luciano Gómez
10204;73887059P;2026-04-17;17:07;CLM;199;Hombre;Fibra+Móvil;51,76 €;5;s;2;Atención al cliente;457;Manuel Sánchez
10512;91875248R;13/03/2026;15:54;Castilla la Mancha;77;Mujer;FIBRA + MOVIL;151,07;10;;1;AVERIA TECNICA;4;Manuel Sánchez
11193;89894473Q;09/07/2025;16:27;CATALUÑA;21;M;tv premium;161,48;4;N;1;facturacion;4;Luciano Gómez
10366;79963181A;20/10/2026;19:31;C. Madrid;77;1;TV Premium;100,39;5;NO;0;;4;Gertrudis Pérez
10030;56184396X;22/06/2025;21:34;castilla la mancha;64;H;Móvil 50GB;40,70 €;9;;2;facturacion;729;Menchu Rodríguez
10933;25781173X;2026-01-06;19:03;CASTILLA LA MANCHA;42;h;FIBRA 600;98,32 €;1;S;;;831;Menchu Rodríguez
10425;63641910F;20/02/2026;09:03;Madrid;78;M;Móvil 50GB;79,50;1;NO;0;;197;Menchu Rodriguez
11028;31268863H;13-09-26;13:36;Cataluña;65;Mujer;Fibra600;181,89;;n;4;Avería técnica;162;Gertrudis Pérez
10761;64817293L;20/08/2026;20:22;CLM;46;Mujer;tv premium;47,11;6;;4;;157;Menchu Rodríguez
10300;65330377S;2026-06-07;10:42;Comunidad Valenciana;61;m;FIBRA + MOVIL;98.86;9;s;1;Avería técnica;426;Luciano Gómez
10448;88093316X;15/04/2026;14:34;Castilla-La Mancha;58;Hombre;tv premium;127,92 €;5;SI;4;Instalación;264;Luciano Gómez
10235;78885683C;15/01/2026;12:46;CATALUÑA;57;Mujer;Fibra+Móvil;116,82 €;3;S;0;;490;Luciano Gómez
10186;55861509F;2026-06-23;08:28;C. La Mancha;35;M;FIBRA + MOVIL;87,53;;S;0;;616;Manuel Sánchez
10989;23335931W;2026-10-18;13:56;Castilla la Mancha;57;H;FIBRA 600;43,43;5;No;3;;811;Manuel Sánchez
10775;19221609H;19-04-25;11:46;valencia;47;Mujer;Fibra 600Mb;25,55 €;3;;0;;121;Gertrudis Pérez
11024;89510115W;2025-07-13;18:04;Castilla La Mancha ;69;Hombre;TV Premium;178,19 €;3;NO;3;Facturación;4;Menchu Rodriguez
10373;32472405C;08/12/2025;10:48;Castilla-La Mancha;47;2;FIBRA 600;28,24;8;Sí;0;;468;Ana Ruiz
10355;33133417X;2025-06-21;11:40;castilla la mancha;35;m;Fibra600;48.45;1;n;4;facturacion;298;Ana Ruiz
10932;87157735E;04-10-25;16:04;Madrid;75;H;tv premium;178,83;8;n;0;;54;Gertrudis Pérez
10787;41478293E;02/02/2025;10:26;cataluña;32;h;FIBRA + MOVIL;140,96;9;Sí;0;;7;Menchu Rodriguez
10618;18199120M;19/11/2025;11:19;cataluña;45;h;tv premium;10820;3;NO;2;AVERIA TECNICA;636;Menchu Rodríguez
11071;24528654M;11/12/2026;16:18;andalucía;19;h;FIBRA 600;126,17 €;4;N;0;;547;Luciano Gómez
10322;17968688B;2025-06-24;11:24;C. La Mancha;999;Mujer;MOVIL 20GB;22,79;6;NO;1;Facturación;193;Manuel Sánchez
11142;98216880Y;2025-04-15;11:09;castilla la mancha;35;H;Fibra 600Mb;4920;10;No;0;;305;Menchu Rodriguez
10226;21391482Z;18/12/2026;17:54;MADRID;52;Mujer;FIBRA + MOVIL;124,39;2;S;3;Facturación;324;Manuel Sánchez
10447;77206680Z;2026-09-25;15:33;Comunidad Valenciana;20;M;FIBRA 600;157.98;7;NO;2;Portabilidad;849;Gertrudis Pérez
11101;99314180Q;2025-02-12;08:04;CATALUÑA;40;m;Fibra+Móvil;97,88 €;;SI;2;Avería técnica;822;Federico Álvarez
10518;26639777L;2026-06-23;18:44;cataluña;38;Hombre;TV Premium;28.98;7;No;3;Portabilidad;252;Ana Ruiz
10160;86857383J;03/09/2025;20:02;ANDALUCIA;78;Mujer;Fibra 600Mb;15169;2;n;0;;774;Menchu Rodríguez
10693;90038930X;19/08/2026;09:14;CATALUÑA;74;Mujer;Móvil 20GB;171,43;3;;1;facturacion;765;Gertrudis Pérez
10379;64436598T;07/02/2025;20:51;andalucía;41;Mujer;FIBRA + MOVIL;159.90;3;N;0;;443;Menchu Rodriguez
10744;87106491G;18/10/2026;09:47;Comunidad de Madrid;0;1;Fibra+Móvil;;8;Sí;2;Instalación;730;Gertrudis Pérez
11150;98217511W;19-11-25;20:40;Castilla la Mancha;36;1;Móvil 20GB;36.72;5;;4;Avería técnica;11200;Federico Álvarez
10467;29794853F;19/07/2026;13:34;ANDALUCIA;22;H;Móvil 50GB;149,99;3;s;0;;8400;Gertrudis Pérez
11118;49225185A;2026-12-15;10:00;Castilla la Mancha;34;Hombre;Móvil 50GB;4936;6;n;0;;373;Luciano Gómez
10480;78943133D;24/12/2025;12:28;Andalucia;42;1;Fibra+Móvil;121,31;3;n;4;Instalación;7;Luciano Gómez
10040;59531761F;15/05/2025;17:30;valencia;41;Mujer;Móvil 20GB;120,89 €;10;NO;1;Instalación;779;Manuel Sánchez
10709;79130374M;04/09/2026;10:09;cataluña;50;h;Fibra 600Mb;5516;8;Sí;;;390;Luciano Gómez
11038;84461392S;17-11-26;18:05;Madrid;27;2;FIBRA + MOVIL;;3;NO;0;;184;Menchu Rodríguez
10289;91912090G;22/01/2025;18:09;Comunidad Valenciana;75;2;FIBRA + MOVIL;77,86 €;5;;2;Instalación;552;Federico Álvarez
10197;13882731W;06/05/2026;10:44;Andalucía;48;1;FIBRA 600;;10;Sí;1;Portabilidad;480;Federico Álvarez
10720;25008079E;2025-05-09;08:12;Andalucía;56;H;FIBRA 600;143,00;3;NO;1;Avería técnica;4;Ana Ruiz
11009;19524726Z;07/03/2026;08:59;Comunidad de Madrid;-3;h;Fibra600;134,45;4;N;0;;484;Ana Ruiz
10924;59296045K;12/02/2025;12:14;valencia;40;Mujer;Fibra 600Mb;170,27;5;Sí;1;Portabilidad;473;Luciano Gómez
11004;26785721L;07-07-26;16:26;Comunidad Valenciana;84;Hombre;Móvil 20GB;24,35;1;s;0;;7;Federico Álvarez
10579;88489854V;27/06/2026;13:00;Catalunya;19;h;Móvil 50GB;154,50;6;S;0;;630;Menchu Rodriguez
11184;54695230L;2025-04-02;13:32;andalucía;46;2;MOVIL 20GB;100.42;3;NO;0;;840;Federico Álvarez
11160;59126250M;09/05/2025;14:32;Castilla-La Mancha;36;m;FIBRA 600;69.80;10;Sí;1;;81;Federico Álvarez
10200;85412906X;2025-01-22;21:44;Castilla la Mancha;74;h;Móvil 50GB;22,68;4;SI;0;;557;Gertrudis Pérez
10395;57105454L;19/05/2025;10:09;C. Madrid;33;H;tv premium;124,44;5;Sí;0;;861;Ana Ruiz
10624;43531723Q;07/02/2025;09:46;CASTILLA LA MANCHA;-3;H;FIBRA + MOVIL;169,17 €;7;s;2;Instalación;825;Ana Ruiz
10482;14306667X;2025-12-25;08:23;Comunidad de Madrid;80;H;FIBRA + MOVIL;187,30;3;s;2;;578;Manuel Sánchez
10419;42040612P;26/08/2026;20:55;MADRID;68;h;Fibra600;51,58;;S;4;Facturación;473;Ana Ruiz
10691;95676069A;06-04-25;15:48;Castilla la Mancha;82;Hombre;Móvil 50GB;76,26;1;n;0;;522;Manuel Sánchez
10308;93450026F;2025-10-06;14:57;CATALUÑA;49;m;Fibra 600Mb;5309;1;S;0;;253;Ana Ruiz
10844;76841070X;04/06/2025;12:17;Castilla La Mancha ;54;Hombre;Fibra600;172,04;1;NO;2;;855;Ana Ruiz
10898;57452945J;13-08-26;11:06;Comunidad Valenciana;54;2;FIBRA + MOVIL;59,27 €;2;No;2;Avería técnica;633;Ana Ruiz
11026;16350783F;2025-01-07;16:24;cataluña;77;Hombre;Fibra+Móvil;176,37;4;S;4;Portabilidad;597;Ana Ruiz
10131;69366854R;2026-10-14;19:19;CLM;62;Hombre;FIBRA 600;29,56;4;n;;;91;Manuel Sánchez
10172;46471665X;12/03/2025;12:54;andalucía;86;1;tv premium;92,77;6;NO;2;;244;Ana Ruiz
10535;85734009K;17/01/2025;09:31;C. Valenciana;47;h;TV Premium;63.76;6;Sí;0;;128;Menchu Rodríguez
11072;82491003R;03/04/2025;18:45;Castilla la Mancha;39;Hombre;Fibra600;48.10;3;SI;0;;287;Menchu Rodríguez
10333;48058440F;13/12/2026;09:38;CASTILLA LA MANCHA;73;2;tv premium;;7;;2;Portabilidad;289;Menchu Rodriguez
11067;26050826W;11-04-26;10:29;castilla la mancha;999;Hombre;FIBRA + MOVIL;43,99;10;No;1;;743;Gertrudis Pérez
10507;67642686E;23/08/2026;12:40;C. Valenciana;54;Hombre;FIBRA + MOVIL;57,76 €;8;Sí;0;;331;Gertrudis Pérez
10098;82825157W;27-05-26;19:27;CLM;50;H;tv premium;17968;9;;0;;376;Menchu Rodríguez
11123;19908926H;2026-04-01;11:27;CASTILLA LA MANCHA;18;Mujer;Fibra 600Mb;106,64;2;NO;0;;834;Manuel Sánchez
10429;67356070Z;23/01/2025;19:16;ANDALUCIA;49;H;tv premium;79,45;9;;1;facturacion;75;Luciano Gómez
10944;75259029P;23-01-25;13:35;Cataluña;50;1;Móvil 20GB;84,27;3;N;3;Avería técnica;497;Menchu Rodriguez
10080;47899345M;11/05/2025;17:48;MADRID;;M;FIBRA + MOVIL;23,53;7;N;0;;296;Menchu Rodriguez
10595;33409604R;2025-03-01;21:26;castilla la mancha;85;1;TV Premium;86,01;8;N;1;Atención al cliente;668;Gertrudis Pérez
10316;13971947A;28/05/2026;15:30;CLM;61;M;Fibra 600Mb;110,05;1;;1;Avería técnica;292;Federico Álvarez
10187;66778365N;05/10/2025;13:30;madrid;77;Hombre;FIBRA + MOVIL;42.39;9;Sí;1;Atención al cliente;416;Manuel Sánchez
10014;67145035L;24/11/2026;15:19;Cataluña;86;H;TV Premium;130,74;8;SI;0;;11200;Luciano Gómez
11060;99872149E;10/05/2026;19:50;Andalucia;58;Mujer;Fibra+Móvil;;;Sí;0;;48;Ana Ruiz
10217;35123431A;05/10/2026;08:18;CASTILLA LA MANCHA;49;1;Fibra 600Mb;189.24;;No;2;facturacion;548;Menchu Rodriguez
10019;51364742J;20-11-26;18:57;cataluña;52;1;Fibra+Móvil;165.11;9;No;;;237;Menchu Rodríguez
11042;67907342M;2026-05-24;20:51;Catalunya;57;Hombre;Fibra600;74,83;9;N;1;Instalación;177;Gertrudis Pérez
10747;26464814A;24/04/2026;13:55;Castilla la Mancha;69;h;Fibra+Móvil;88.60;4;s;0;;8400;Menchu Rodriguez
10571;21430217M;2026-04-05;16:01;CLM;25;M;Fibra+Móvil;;3;No;4;Facturación;309;Manuel Sánchez
10951;85672096A;20/09/2026;19:26;andalucía;83;1;Fibra600;;4;s;0;;877;Manuel Sánchez
10708;56807492E;22-08-26;09:49;Castilla la Mancha;42;Hombre;FIBRA 600;143.83;1;s;1;facturacion;783;Menchu Rodríguez
10885;77145688Q;07/11/2025;15:45;C. Valenciana;57;M;Fibra600;64,54 €;;SI;1;Avería técnica;146;Federico Álvarez
10421;69414246V;05/01/2025;12:58;madrid;46;Hombre;Fibra+Móvil;141,38;;SI;;;498;Ana Ruiz
11141;29187032A;13/11/2026;08:04;Comunidad Valenciana;32;H;MOVIL 20GB;138.60;7;N;2;;845;Luciano Gómez
10743;42412088S;22/07/2026;17:45;CATALUÑA;51;2;FIBRA + MOVIL;24,67;7;Sí;0;;580;Ana Ruiz
10294;90015836K;01/08/2025;12:41;Castilla La Mancha ;37;H;tv premium;156,20;7;Sí;4;Portabilidad;812;Menchu Rodríguez
11034;43280382N;2026-05-12;11:23;Catalunya;80;2;FIBRA + MOVIL;119,66;6;NO;4;;553;Ana Ruiz
10916;28983997E;01/04/2025;20:31;valencia;83;M;FIBRA 600;71.20;3;NO;3;Facturación;572;Gertrudis Pérez
10003;58644706F;2026-01-18;20:22;valencia;18;m;Móvil 50GB;67.66;3;s;0;;7;Gertrudis Pérez
10313;10978896H;23/11/2026;15:20;madrid;55;Hombre;Fibra+Móvil;70.05;1;No;2;Facturación;165;Gertrudis Pérez
10241;69568814W;2025-04-06;17:56;Comunidad de Madrid;62;1;tv premium;186.45;3;N;1;AVERIA TECNICA;8400;Federico Álvarez
11011;30035824S;2025-06-09;08:19;C. Valenciana;77;M;tv premium;166,45 €;;Sí;0;;112;Menchu Rodriguez
10586;91914938B;2025-01-11;18:40;Castilla-La Mancha;73;Hombre;FIBRA + MOVIL;120.43;1;SI;0;;352;Manuel Sánchez
10227;90503768A;24/10/2026;14:12;VALENCIA;77;h;FIBRA 600;103,26;1;;0;;195;Menchu Rodríguez
10473;12210220A;18-11-25;18:55;Castilla la Mancha;199;M;tv premium;100,83;9;NO;0;;341;Ana Ruiz
10619;31964920F;24/10/2025;21:23;VALENCIA;57;1;Fibra+Móvil;119,43 €;4;SI;1;AVERIA TECNICA;195;Manuel Sánchez
10249;51804817E;02/03/2026;15:01;C. La Mancha;35;2;TV Premium;70.49;1;N;0;;249;Luciano Gómez
10195;34826484B;07-01-25;08:19;Cataluña;46;Mujer;Fibra 600Mb;152,44;6;N;1;;796;Menchu Rodríguez
11100;43334364A;16-09-26;19:06;Andalucia;46;m;FIBRA 600;27,84;;N;;;258;Gertrudis Pérez
10823;30947394T;2025-10-02;10:39;cataluña;30;Mujer;Móvil 50GB;133,76;8;N;0;;731;Manuel Sánchez
11050;90522672P;20-02-26;09:41;Comunidad de Madrid;41;m;FIBRA 600;186,11;;SI;;;262;Federico Álvarez
10495;58834034L;21/03/2025;15:09;Castilla-La Mancha;66;M;FIBRA 600;173,43;2;s;1;Atención al cliente;157;Menchu Rodriguez
10307;72458976Z;19/06/2026;20:41;C. Valenciana;42;Hombre;FIBRA 600;181.56;3;N;0;;527;Federico Álvarez
10385;61361868C;03/12/2026;17:09;CASTILLA LA MANCHA;88;H;tv premium;159.41;9;S;2;Avería técnica;369;Manuel Sánchez
10212;22944004S;06/05/2026;15:10;Comunidad de Madrid;51;M;Fibra600;100,91;9;No;1;Instalación;388;Menchu Rodríguez
11102;10845238A;28-09-25;15:37;cataluña;77;Mujer;Fibra600;85.24;10;;0;;424;Menchu Rodríguez
10128;83281608B;2026-04-06;11:38;cataluña;76;m;MOVIL 20GB;152,52;;n;1;Avería técnica;583;Manuel Sánchez
10189;13076052A;28-12-25;17:07;Andalucía;61;2;FIBRA + MOVIL;58,60;5;SI;0;;7;Menchu Rodríguez
10324;72549303F;02/10/2026;11:54;MADRID;0;m;FIBRA + MOVIL;54,49;;Sí;2;;52;Luciano Gómez
10430;88255416H;24-03-25;15:12;valencia;31;Hombre;FIBRA + MOVIL;43.38;3;SI;0;;648;Ana Ruiz
10260;49784491K;09/08/2025;08:52;CATALUÑA;66;Mujer;Fibra600;142,77 €;;No;0;;257;Luciano Gómez
10991;27318035K;07/04/2026;11:48;MADRID;0;1;FIBRA + MOVIL;130,18;8;;0;;4;Luciano Gómez
10062;88145168S;26/05/2025;14:44;Cataluña;54;M;tv premium;99,40;;NO;1;Instalación;850;Gertrudis Pérez
10396;18373955Q;08/08/2026;18:14;CLM;48;2;Móvil 20GB;;;s;;;11200;Luciano Gómez
10093;24296540G;07/01/2025;08:42;Castilla-La Mancha;199;M;Móvil 50GB;182.90;7;S;1;AVERIA TECNICA;427;Manuel Sánchez
10329;14802783V;05/03/2026;18:20;Catalunya;0;2;TV Premium;172,85;;S;1;Instalación;895;Ana Ruiz
10977;63754119D;18/05/2026;10:43;Castilla-La Mancha;85;m;Fibra600;110,52;;n;0;;382;Menchu Rodriguez
10572;33526147H;2025-12-03;11:52;castilla la mancha;60;Hombre;tv premium;164,32;7;s;1;;492;Ana Ruiz
10953;95296975G;02/05/2026;21:00;andalucía;;1;tv premium;23.15;;S;1;Atención al cliente;182;Menchu Rodriguez
10733;92604261C;06/08/2025;13:10;valencia;199;H;Fibra 600Mb;101,33;7;No;3;Facturación;110;Manuel Sánchez
11025;31705243T;15/03/2026;18:48;Madrid;29;H;Móvil 20GB;126,45;7;N;1;Atención al cliente;8400;Gertrudis Pérez
10174;62145259E;07/10/2026;19:09;Comunidad de Madrid;26;1;FIBRA 600;145,11;2;s;1;Portabilidad;350;Luciano Gómez
10826;91311613G;04/10/2025;17:21;MADRID;199;m;tv premium;35,71;7;No;;;570;Menchu Rodríguez
10119;14612821V;26/01/2025;12:42;castilla la mancha;42;1;tv premium;57,06;;SI;3;AVERIA TECNICA;270;Manuel Sánchez
10207;74098364M;13/02/2026;08:05;madrid;33;H;TV Premium;73,50;4;SI;0;;398;Ana Ruiz
10346;55202474Z;24/11/2025;13:45;CATALUÑA;36;Hombre;Móvil 20GB;119,11 €;;n;0;;139;Manuel Sánchez
10628;95457541L;22/02/2025;09:34;ANDALUCIA;999;2;Móvil 50GB;96,72;1;Sí;1;Atención al cliente;612;Gertrudis Pérez
11029;59506922D;02/06/2025;10:27;Catalunya;44;h;Fibra600;145,54;9;SI;1;Avería técnica;894;Menchu Rodriguez
10276;48052256Z;19/04/2025;08:37;VALENCIA;48;M;MOVIL 20GB;148,55 €;3;No;0;;352;Manuel Sánchez
